,user,enrolled,predicted_reach
1497,352834,0,0
1498,131986,0,0
1499,4937,0,0
1500,250207,1,1
1501,3604,1,1
1502,144302,1,1
1503,219056,1,1
1504,191271,0,1
1505,17803,0,0
1506,111352,1,0
1507,141637,0,0
1508,25726,1,1
1509,282341,0,0
1510,85551,1,1
1511,207442,0,1
1512,96289,1,1
1513,277935,0,0
1514,70825,1,0
1515,115077,0,0
1516,299033,0,0
1517,240850,1,1
1518,311998,0,0
1519,266667,1,0
1520,316783,0,1
1521,42004,0,1
1522,211791,0,1
1523,175156,0,0
1524,41995,0,1
1525,233904,0,0
1526,197238,0,0
1527,285089,0,1
1528,260003,0,0
1529,346782,0,0
1530,185568,0,0
1531,289885,1,1
1532,40836,0,0
1533,160749,0,0
1534,70579,1,0
1535,18927,0,1
1536,167899,0,0
1537,218832,1,0
1538,45690,0,0
1539,260730,0,0
1540,168603,0,0
1541,17952,1,1
1542,165131,1,1
1543,321355,1,1
1544,179469,1,0
1545,291907,0,0
1546,204291,1,1
1547,295163,0,0
1548,83048,0,0
1549,144067,1,1
1550,231577,1,1
1551,304882,1,1
1552,227320,0,0
1553,313980,1,1
1554,267807,0,0
1555,113360,0,1
1556,194354,0,0
1557,24922,0,0
1558,179608,1,1
1559,228459,0,1
1560,43503,0,0
1561,109572,0,0
1562,246036,1,1
1563,152007,0,0
1564,36273,0,0
1565,211304,0,0
1566,357864,0,0
1567,38928,0,0
1568,213036,0,0
1569,59633,1,0
1570,268087,1,1
1571,15913,0,0
1572,10257,0,1
1573,206788,1,0
1574,167579,1,0
1575,154288,1,1
1576,176991,0,0
1577,84743,0,0
1578,353822,0,0
1579,42832,1,0
1580,165428,0,0
1581,349487,1,1
1582,282772,0,0
1583,117772,1,1
1584,199183,1,1
1585,207737,0,1
1586,342682,0,0
1587,33113,0,0
1588,47686,0,0
1589,147452,0,0
1590,162144,1,1
1591,47948,1,1
1592,370457,1,0
1593,223742,1,1
1594,190611,0,0
1595,306376,1,0
1596,207516,0,1
1597,86398,1,1
1598,77419,1,1
1599,353523,1,1
1600,193105,0,0
1601,94890,0,0
1602,364357,0,0
1603,119718,1,1
1604,180168,0,0
1605,11122,0,1
1606,24077,0,0
1607,48545,0,0
1608,101853,1,1
1609,317583,1,1
1610,184607,1,0
1611,304138,1,1
1612,114432,0,0
1613,53160,1,1
1614,354735,1,0
1615,145124,0,0
1616,292219,1,1
1617,148257,1,1
1618,43869,1,1
1619,29208,0,0
1620,372467,0,0
1621,68389,1,0
1622,139449,0,0
1623,30973,0,1
1624,291732,1,1
1625,346742,1,0
1626,237912,1,1
1627,276427,1,1
1628,142968,0,0
1629,125642,0,0
1630,367996,0,0
1631,255079,0,1
1632,310208,1,0
1633,30519,0,0
1634,263034,1,1
1635,328820,1,1
1636,290295,1,1
1637,259006,0,0
1638,314526,1,0
1639,262561,0,0
1640,95894,0,0
1641,207005,0,0
1642,173469,1,1
1643,251690,0,0
1644,109759,1,0
1645,218274,0,1
1646,335719,0,1
1647,21321,0,0
1648,304050,1,1
1649,319011,1,1
1650,296660,0,1
1651,245920,1,0
1652,85371,0,0
1653,340533,0,0
1654,116642,1,1
1655,269282,0,0
1656,65443,0,0
1657,222577,0,0
1658,22703,0,0
1659,336510,0,0
1660,318570,0,0
1661,246081,1,0
1662,54154,1,1
1663,364680,1,0
1664,78469,1,1
1665,19186,0,0
1666,256589,0,0
1667,295495,1,1
1668,288457,0,1
1669,93498,0,0
1670,160397,1,1
1671,222569,1,1
1672,147280,1,1
1673,17527,0,1
1674,312099,1,0
1675,216051,1,1
1676,344474,1,1
1677,34103,1,0
1678,59189,0,0
1679,211640,0,0
1680,4549,0,0
1681,230639,0,1
1682,287929,0,1
1683,28756,0,0
1684,129839,0,0
1685,235098,0,0
1686,327287,1,0
1687,119209,0,0
1688,5174,0,0
1689,113822,1,0
1690,109884,1,1
1691,282605,0,1
1692,51923,1,0
1693,75415,1,1
1694,35289,0,0
1695,113603,1,1
1696,8595,1,1
1697,348632,0,0
1698,171451,1,1
1699,201379,1,1
1700,242676,1,1
1701,305291,0,1
1702,100917,1,0
1703,32531,1,1
1704,335770,1,0
1705,10381,1,1
1706,62056,0,0
1707,245199,0,0
1708,99994,0,0
1709,307570,0,1
1710,232217,1,0
1711,95891,1,1
1712,288851,0,0
1713,366314,1,1
1714,137399,1,0
1715,232466,0,0
1716,287442,1,0
1717,327397,0,0
1718,225549,1,0
1719,155292,0,0
1720,169825,0,1
1721,58196,0,0
1722,297180,0,1
1723,51341,1,1
1724,350325,1,1
1725,248271,0,0
1726,57854,0,0
1727,293151,1,0
1728,235006,0,0
1729,12486,1,0
1730,348312,1,1
1731,264264,0,0
1732,71163,1,1
1733,44212,0,0
1734,37395,1,1
1735,186546,0,0
1736,372014,1,1
1737,23353,1,1
1738,150675,1,1
1739,343004,0,0
1740,364363,1,0
1741,292459,0,0
1742,187350,1,1
1743,112583,0,0
1744,200589,1,1
1745,291512,0,0
1746,142358,0,0
1747,128294,0,0
1748,279969,0,0
1749,66551,1,1
1750,49129,1,1
1751,201834,1,1
1752,148211,1,1
1753,114809,1,0
1754,344600,0,1
1755,60578,1,1
1756,24933,1,0
1757,57448,1,1
1758,189222,1,1
1759,130482,0,0
1760,334953,0,0
1761,179395,1,0
1762,275221,1,1
1763,97946,1,1
1764,263814,0,1
1765,121601,0,1
1766,163104,0,1
1767,235138,1,1
1768,335248,1,1
1769,75548,0,1
1770,117983,1,1
1771,260192,0,0
1772,154692,1,1
1773,175037,1,1
1774,157717,0,0
1775,132577,0,0
1776,147366,1,1
1777,120131,0,0
1778,106170,0,0
1779,319597,0,0
1780,307098,1,1
1781,283529,0,0
1782,47536,1,1
1783,203676,1,1
1784,263990,1,1
1785,270418,0,1
1786,43679,1,1
1787,91826,1,1
1788,326311,1,0
1789,270557,0,0
1790,213194,1,1
1791,111008,1,0
1792,145354,1,1
1793,336299,1,0
1794,153574,0,0
1795,285867,1,0
1796,131702,0,0
1797,198203,1,1
1798,221184,0,0
1799,45220,1,1
1800,222850,0,1
1801,138006,1,1
1802,155878,1,0
1803,174013,0,0
1804,27513,1,1
1805,222774,1,1
1806,117982,1,1
1807,231083,0,1
1808,189846,1,1
1809,126770,1,1
1810,62393,0,0
1811,223055,0,0
1812,187763,0,0
1813,255165,0,0
1814,91927,0,0
1815,143916,0,0
1816,349968,1,1
1817,33465,1,1
1818,314220,0,0
1819,44291,1,0
1820,19537,0,0
1821,244101,0,1
1822,178246,1,1
1823,117946,0,0
1824,317594,0,0
1825,356401,0,0
1826,70762,0,0
1827,174488,0,0
1828,262852,1,1
1829,301432,0,0
1830,288585,0,0
1831,187104,0,0
1832,143268,1,1
1833,298860,0,0
1834,305868,0,0
1835,166142,1,1
1836,103514,1,1
1837,347340,0,0
1838,288710,0,1
1839,346480,1,0
1840,372490,1,1
1841,158139,1,0
1842,225071,1,1
1843,93898,0,1
1844,152002,0,0
1845,139791,0,1
1846,128061,1,1
1847,154075,1,1
1848,209871,1,1
1849,319395,1,1
1850,46697,1,1
1851,64878,0,0
1852,342507,1,0
1853,131914,1,1
1854,37974,0,1
1855,219755,1,1
1856,355788,0,0
1857,255025,0,0
1858,340443,0,0
1859,353447,0,1
1860,239902,1,0
1861,339048,0,1
1862,300289,1,1
1863,113079,0,0
1864,367901,1,1
1865,169511,0,0
1866,28126,1,1
1867,84823,1,1
1868,367659,0,0
1869,160467,0,0
1870,359703,1,1
1871,305013,1,1
1872,347397,1,1
1873,351683,1,1
1874,134014,0,0
1875,278717,0,0
1876,12784,0,0
1877,247573,0,0
1878,264837,1,1
1879,19065,0,0
1880,222470,1,1
1881,315743,1,1
1882,215271,1,1
1883,315533,1,1
1884,150155,1,0
1885,348712,0,1
1886,104709,0,0
1887,349573,1,1
1888,193773,1,1
1889,331523,1,1
1890,121308,0,0
1891,42634,1,1
1892,281344,0,0
1893,294634,1,1
1894,85047,1,1
1895,7175,1,1
1896,256455,0,0
1897,236414,0,0
1898,371682,1,1
1899,347557,1,1
1900,235326,0,0
1901,358331,0,0
1902,109957,0,0
1903,7557,0,0
1904,228865,1,1
1905,214465,0,0
1906,303961,0,0
1907,81847,0,0
1908,61322,1,1
1909,288626,0,0
1910,201048,0,0
1911,267866,0,0
1912,3898,1,0
1913,100577,0,0
1914,266936,0,0
1915,218423,0,0
1916,43307,0,0
1917,4379,1,1
1918,22638,1,1
1919,150640,0,0
1920,130324,0,0
1921,310406,0,0
1922,160248,0,0
1923,82354,0,0
1924,241470,0,0
1925,251623,0,1
1926,235861,1,0
1927,214830,1,1
1928,296921,1,0
1929,19498,0,1
1930,39453,1,1
1931,247778,1,0
1932,153333,0,1
1933,231853,1,0
1934,98900,0,1
1935,269795,0,0
1936,96024,1,1
1937,361233,0,1
1938,334041,0,0
1939,36962,0,0
1940,79039,0,0
1941,180941,1,1
1942,256391,1,0
1943,335064,0,0
1944,211083,1,0
1945,24049,1,1
1946,33450,0,1
1947,279366,0,0
1948,355286,1,1
1949,210512,0,0
1950,284540,0,0
1951,99196,0,1
1952,152106,0,0
1953,38236,1,1
1954,103292,0,0
1955,202978,0,0
1956,244524,1,1
1957,114136,0,0
1958,257071,1,1
1959,144138,1,0
1960,260366,1,0
1961,69694,0,1
1962,160896,1,1
1963,160405,0,0
1964,122047,1,1
1965,330510,1,0
1966,215757,0,0
1967,295112,1,0
1968,227352,0,0
1969,58537,1,1
1970,161133,1,1
1971,45592,0,1
1972,42375,0,1
1973,290868,1,1
1974,363612,1,0
1975,188628,1,1
1976,149357,1,0
1977,301065,0,0
1978,193722,0,0
1979,195259,0,1
1980,146234,1,1
1981,318728,0,0
1982,279531,1,1
1983,197286,0,0
1984,280324,1,0
1985,31299,0,0
1986,9450,0,0
1987,355548,1,1
1988,146622,0,0
1989,31085,0,0
1990,7341,0,0
1991,62156,1,1
1992,195873,0,0
1993,264429,1,1
1994,178192,1,0
1995,153918,0,0
1996,319068,0,0
1997,357997,1,1
1998,38116,0,0
1999,12244,1,1
2000,280421,0,0
2001,178275,1,1
2002,18120,0,1
2003,161490,0,0
2004,21598,1,1
2005,212684,1,1
2006,102981,0,1
2007,318469,1,1
2008,279067,1,0
2009,307048,1,1
2010,20136,0,0
2011,305559,0,1
2012,20222,0,0
2013,223245,0,1
2014,348340,1,1
2015,75487,1,1
2016,257144,0,0
2017,320341,0,1
2018,242630,0,0
2019,299059,1,1
2020,125060,0,0
2021,359441,0,0
2022,13977,0,0
2023,157332,0,0
2024,252388,0,1
2025,37025,1,1
2026,317743,0,0
2027,95114,0,0
2028,370653,0,1
2029,372580,1,0
2030,263629,0,0
2031,162653,0,0
2032,92858,1,1
2033,250184,0,1
2034,231434,0,0
2035,349226,0,0
2036,161799,0,0
2037,87322,0,0
2038,139825,1,1
2039,278582,0,1
2040,96917,0,0
2041,19386,0,0
2042,118267,1,0
2043,292452,0,0
2044,235043,0,0
2045,321889,0,0
2046,318325,1,0
2047,4194,0,0
2048,267681,0,0
2049,190282,0,0
2050,279927,0,0
2051,199366,0,1
2052,26022,0,0
2053,153905,0,0
2054,93189,1,1
2055,17804,1,1
2056,372948,1,1
2057,372907,1,1
2058,54075,1,1
2059,116672,1,1
2060,290875,1,0
2061,274920,1,0
2062,325088,1,1
2063,150425,1,0
2064,1254,1,1
2065,253236,0,0
2066,213938,1,1
2067,42629,0,0
2068,286135,1,1
2069,118305,0,0
2070,332590,0,0
2071,18907,1,1
2072,49169,1,0
2073,234896,0,0
2074,70422,0,0
2075,152776,0,0
2076,65268,1,1
2077,367328,1,1
2078,178140,0,1
2079,177123,1,1
2080,199908,1,1
2081,346974,1,0
2082,131108,1,1
2083,285336,1,1
2084,353951,0,0
2085,70549,1,1
2086,196481,1,1
2087,893,1,1
2088,238964,1,1
2089,277587,0,0
2090,47033,0,0
2091,309542,0,1
2092,352646,0,0
2093,27587,0,0
2094,319183,0,1
2095,285348,0,0
2096,327177,1,1
2097,127536,0,0
2098,42035,0,0
2099,115929,1,1
2100,241482,0,0
2101,368435,1,1
2102,87745,1,1
2103,312823,1,1
2104,363311,0,0
2105,257133,0,0
2106,110722,1,0
2107,8434,1,1
2108,281885,1,1
2109,340233,0,1
2110,336320,1,0
2111,187984,0,0
2112,23810,1,1
2113,262702,0,1
2114,79407,0,0
2115,58786,1,1
2116,340877,0,0
2117,349074,0,0
2118,149172,0,0
2119,358780,1,1
2120,131747,1,1
2121,243054,1,1
2122,48941,0,0
2123,245717,0,0
2124,41367,1,1
2125,95607,0,0
2126,102681,1,1
2127,116336,0,1
2128,349670,1,1
2129,288950,0,0
2130,149578,1,0
2131,352802,0,0
2132,337150,0,0
2133,249763,1,1
2134,280266,1,1
2135,320270,0,0
2136,332903,1,0
2137,44843,1,1
2138,52634,0,0
2139,12600,0,0
2140,325064,0,0
2141,308403,0,0
2142,301909,1,1
2143,78373,0,0
2144,232870,1,1
2145,354953,1,1
2146,329538,0,0
2147,281649,1,1
2148,229055,1,1
2149,307700,1,1
2150,120827,1,0
2151,12533,0,1
2152,128593,1,1
2153,252228,1,1
2154,202188,1,1
2155,96408,1,1
2156,182080,1,0
2157,235904,0,0
2158,309900,1,1
2159,129957,1,0
2160,199442,0,0
2161,199106,1,1
2162,241597,0,0
2163,150685,1,0
2164,206230,0,0
2165,142532,0,1
2166,152304,1,1
2167,192436,0,1
2168,90342,0,0
2169,79928,0,0
2170,71689,0,0
2171,37265,0,0
2172,199201,1,0
2173,44687,1,1
2174,161762,0,0
2175,304958,1,1
2176,22040,1,1
2177,270393,0,0
2178,33854,0,0
2179,210130,0,0
2180,145768,1,1
2181,243150,0,0
2182,110407,0,1
2183,355766,0,0
2184,190769,1,0
2185,106505,0,0
2186,358997,1,1
2187,47282,1,0
2188,343723,0,1
2189,254706,0,0
2190,310706,0,0
2191,275493,1,1
2192,242221,1,1
2193,192628,0,0
2194,321769,0,0
2195,132607,0,0
2196,53522,0,0
2197,45770,1,1
2198,95623,1,0
2199,30476,0,0
2200,226325,1,1
2201,1758,0,0
2202,92634,1,1
2203,274037,0,0
2204,43050,0,0
2205,313738,0,0
2206,264992,0,0
2207,19286,1,1
2208,89021,1,0
2209,20351,0,1
2210,284411,1,1
2211,143565,1,1
2212,112569,1,1
2213,286293,0,0
2214,237245,1,1
2215,186228,0,0
2216,113971,0,1
2217,175966,0,0
2218,184440,1,1
2219,151065,1,0
2220,359587,0,0
2221,236223,1,1
2222,15539,1,1
2223,63205,1,1
2224,107306,1,1
2225,111692,0,0
2226,298312,0,1
2227,363323,1,1
2228,238024,1,1
2229,219262,1,1
2230,26669,1,1
2231,18355,0,0
2232,140532,0,0
2233,68064,1,1
2234,372531,1,1
2235,171609,1,0
2236,316071,0,0
2237,97641,0,1
2238,140453,0,0
2239,182649,0,1
2240,223225,1,1
2241,227100,1,1
2242,161494,1,1
2243,151998,1,0
2244,12554,0,0
2245,20874,1,1
2246,50729,0,0
2247,262289,1,1
2248,33468,1,0
2249,209115,1,1
2250,95171,1,0
2251,307556,0,0
2252,263577,1,1
2253,317409,1,0
2254,157515,0,0
2255,329688,0,0
2256,260414,0,0
2257,239371,0,0
2258,276469,1,1
2259,344680,1,0
2260,12882,1,1
2261,4694,0,0
2262,174836,1,1
2263,117157,0,0
2264,36313,1,1
2265,85211,1,1
2266,118723,0,0
2267,333716,0,0
2268,216789,1,1
2269,20456,0,0
2270,51765,0,0
2271,318801,0,0
2272,100355,1,0
2273,144166,1,1
2274,234386,0,0
2275,260638,1,1
2276,320113,1,1
2277,183113,1,1
2278,270576,1,1
2279,193923,0,0
2280,123355,1,1
2281,138593,0,1
2282,220709,0,0
2283,251794,1,1
2284,1859,0,0
2285,272988,1,0
2286,222015,1,0
2287,297985,1,0
2288,62792,0,1
2289,108103,1,1
2290,52501,1,1
2291,48799,0,0
2292,193135,1,1
2293,80039,0,0
2294,50936,0,0
2295,195061,0,0
2296,228603,1,1
2297,262093,1,1
2298,88377,1,0
2299,147245,0,0
2300,210699,0,0
2301,127621,0,0
2302,90706,1,0
2303,235747,0,0
2304,298708,1,0
2305,254717,1,0
2306,332396,0,1
2307,89048,1,0
2308,83313,1,0
2309,349715,1,1
2310,22651,1,0
2311,135656,0,0
2312,104633,0,0
2313,199187,0,0
2314,259261,0,0
2315,303396,0,0
2316,186117,1,1
2317,105754,0,0
2318,21883,1,0
2319,282052,1,1
2320,308187,0,0
2321,293005,0,0
2322,310595,0,0
2323,91531,0,0
2324,246920,1,1
2325,93003,0,0
2326,307693,0,1
2327,84067,1,1
2328,245855,1,1
2329,36569,0,0
2330,91230,0,0
2331,364026,1,1
2332,339125,1,1
2333,318874,1,1
2334,249161,0,0
2335,11960,1,1
2336,36715,0,0
2337,122980,1,1
2338,47682,1,1
2339,106618,1,0
2340,106298,0,0
2341,155881,0,0
2342,12121,0,0
2343,334931,1,1
2344,258328,0,0
2345,95101,1,1
2346,163876,1,1
2347,309397,1,1
2348,29677,1,1
2349,297532,1,1
2350,293013,0,1
2351,217219,0,0
2352,257214,1,1
2353,305867,1,1
2354,326316,0,0
2355,134054,0,0
2356,62009,1,1
2357,251296,1,1
2358,352063,1,0
2359,27975,1,1
2360,292333,1,1
2361,293270,0,0
2362,77818,1,0
2363,80729,1,1
2364,326607,1,1
2365,298189,1,1
2366,269915,1,1
2367,120039,1,0
2368,329365,1,0
2369,299989,1,1
2370,237548,0,0
2371,222234,0,0
2372,94106,0,0
2373,122007,0,1
2374,367970,1,1
2375,271321,1,0
2376,97073,0,1
2377,121202,0,0
2378,81594,0,0
2379,143858,1,1
2380,360479,1,1
2381,153614,1,1
2382,228698,1,1
2383,221680,1,1
2384,338739,1,0
2385,152947,1,1
2386,73216,1,1
2387,120165,0,0
2388,8386,0,1
2389,56761,0,0
2390,157785,1,1
2391,126731,0,0
2392,295178,1,1
2393,103202,0,0
2394,300597,1,0
2395,56560,1,1
2396,328596,0,0
2397,142930,0,0
2398,280604,0,0
2399,359398,1,0
2400,337816,0,0
2401,287706,0,0
2402,189568,0,0
2403,337411,1,0
2404,217828,0,0
2405,191375,1,1
2406,363626,1,1
2407,364014,1,1
2408,211463,1,1
2409,100110,0,0
2410,42743,0,0
2411,66968,1,0
2412,55096,1,1
2413,297396,0,1
2414,341601,1,0
2415,22998,0,1
2416,199915,1,1
2417,322681,0,0
2418,219444,0,0
2419,123845,0,1
2420,6633,0,0
2421,299930,0,1
2422,325679,0,0
2423,325539,0,1
2424,154759,1,1
2425,141201,0,1
2426,74780,1,1
2427,278050,0,0
2428,252287,1,1
2429,244415,1,0
2430,306709,0,0
2431,300941,1,1
2432,135376,1,1
2433,172106,0,0
2434,125219,0,0
2435,214036,0,0
2436,114108,0,0
2437,65397,0,0
2438,133717,1,0
2439,337526,1,1
2440,243279,0,1
2441,202670,0,1
2442,141440,0,0
2443,76919,1,1
2444,233732,1,1
2445,36629,1,1
2446,157408,1,1
2447,222342,1,0
2448,228330,1,1
2449,25750,0,0
2450,25352,0,0
2451,345357,0,0
2452,104129,0,0
2453,352670,0,0
2454,116019,0,0
2455,294756,1,1
2456,198753,1,1
2457,217799,1,1
2458,334930,0,1
2459,257255,0,0
2460,102282,1,1
2461,188818,0,0
2462,31897,1,1
2463,276155,1,1
2464,308325,1,1
2465,349267,0,0
2466,84621,0,0
2467,237179,0,0
2468,279437,1,0
2469,188025,0,1
2470,314475,1,1
2471,99480,0,1
2472,215251,1,1
2473,239915,1,1
2474,102312,0,0
2475,171380,0,0
2476,68156,0,0
2477,264641,0,1
2478,336251,0,1
2479,31616,0,0
2480,178581,1,1
2481,129676,0,0
2482,43836,1,1
2483,175116,1,0
2484,271,1,1
2485,116849,0,0
2486,212620,1,1
2487,326203,1,1
2488,353761,0,1
2489,206765,1,1
2490,110212,1,1
2491,187253,1,0
2492,19646,1,1
2493,147436,0,1
2494,240806,0,1
2495,341792,0,0
2496,159225,1,0
2497,104204,0,0
2498,247937,1,1
2499,370202,0,0
2500,260099,0,0
2501,3503,0,0
2502,137629,0,0
2503,261346,1,0
2504,202135,0,0
2505,317085,0,0
2506,287514,0,0
2507,143872,0,0
2508,219998,0,0
2509,315486,0,0
2510,3072,1,1
2511,348475,0,0
2512,302024,0,0
2513,160605,0,0
2514,7584,1,1
2515,179668,0,1
2516,38871,1,0
2517,334546,1,1
2518,23948,0,0
2519,128272,1,1
2520,2325,1,1
2521,179202,0,1
2522,338151,0,0
2523,250551,1,1
2524,321849,0,0
2525,38029,1,1
2526,351118,1,1
2527,247986,0,1
2528,29759,0,0
2529,360986,0,1
2530,223871,1,1
2531,108763,1,1
2532,153967,0,0
2533,114662,1,1
2534,27960,1,1
2535,184186,1,1
2536,199158,0,1
2537,98238,1,0
2538,80141,0,1
2539,242761,0,0
2540,129299,1,1
2541,109051,0,1
2542,227290,0,0
2543,340391,1,0
2544,190087,0,0
2545,306509,0,0
2546,369179,1,1
2547,198922,0,0
2548,247368,1,1
2549,72833,1,1
2550,371643,0,0
2551,251955,1,1
2552,54643,1,0
2553,248459,1,0
2554,131971,1,1
2555,121264,1,1
2556,207878,0,0
2557,84211,1,1
2558,197011,0,0
2559,356974,1,1
2560,15157,1,1
2561,57426,1,1
2562,343514,0,0
2563,77306,0,0
2564,141781,1,1
2565,88227,1,0
2566,203420,0,1
2567,34132,0,0
2568,283890,0,1
2569,362143,0,1
2570,226299,1,0
2571,88513,0,1
2572,7698,1,0
2573,104597,1,1
2574,52526,1,0
2575,277067,1,1
2576,76172,1,1
2577,62793,1,1
2578,325573,1,1
2579,41439,0,0
2580,227441,1,0
2581,267732,0,0
2582,48233,1,1
2583,81351,0,1
2584,129007,0,1
2585,88908,0,0
2586,356102,0,1
2587,38089,0,1
2588,270132,1,0
2589,207675,0,1
2590,185572,1,0
2591,128838,0,1
2592,298382,0,1
2593,182074,0,0
2594,158327,1,1
2595,270246,0,0
2596,303908,1,0
2597,120750,0,1
2598,46235,0,0
2599,155800,1,1
2600,212945,0,0
2601,373379,0,0
2602,82780,1,1
2603,304630,1,1
2604,525,0,0
2605,17403,1,1
2606,218460,1,0
2607,301072,1,1
2608,355571,0,0
2609,37106,0,0
2610,31429,1,0
2611,322970,1,1
2612,118273,1,0
2613,345191,0,1
2614,153845,0,0
2615,244693,0,1
2616,76598,0,1
2617,312678,0,1
2618,368756,1,1
2619,171221,1,1
2620,265992,0,1
2621,102967,1,0
2622,35700,1,1
2623,120697,0,0
2624,169428,0,0
2625,307688,0,1
2626,236981,1,1
2627,373559,1,0
2628,282486,0,1
2629,166772,0,0
2630,3851,0,0
2631,301729,0,0
2632,108098,1,1
2633,220857,1,1
2634,128896,0,0
2635,372406,0,0
2636,234080,0,0
2637,315115,1,1
2638,177705,0,0
2639,70051,1,0
2640,139176,0,0
2641,236398,0,0
2642,124893,1,1
2643,189144,1,1
2644,349451,0,0
2645,353872,0,0
2646,360953,0,0
2647,271630,1,0
2648,143060,0,0
2649,344229,0,0
2650,134409,0,0
2651,139874,1,1
2652,369975,0,0
2653,41183,1,1
2654,252162,1,1
2655,370807,0,0
2656,224936,1,1
2657,364322,0,1
2658,292648,0,0
2659,373120,0,0
2660,110870,1,1
2661,285180,0,0
2662,10327,0,0
2663,112358,1,1
2664,4163,1,0
2665,999,1,1
2666,268151,1,1
2667,301385,0,0
2668,240349,0,0
2669,256313,1,1
2670,358085,0,1
2671,124713,1,1
2672,297769,1,0
2673,318667,0,0
2674,193470,1,1
2675,203171,1,0
2676,359744,1,1
2677,62129,1,1
2678,121972,0,1
2679,88806,0,0
2680,5354,1,1
2681,215885,0,0
2682,194949,1,1
2683,244303,1,0
2684,248632,1,1
2685,329102,0,0
2686,78205,0,0
2687,136259,0,1
2688,348063,1,1
2689,358972,0,0
2690,274067,1,1
2691,131482,0,0
2692,48418,1,1
2693,69091,1,0
2694,127769,0,0
2695,149841,1,1
2696,96450,0,0
2697,60580,0,0
2698,85511,0,0
2699,334333,1,1
2700,103857,0,0
2701,271140,0,0
2702,175612,0,1
2703,30919,0,0
2704,113988,1,1
2705,42869,0,0
2706,74294,1,1
2707,152182,1,1
2708,322735,1,1
2709,319205,1,1
2710,65171,0,1
2711,169960,0,0
2712,244495,0,0
2713,55050,0,0
2714,206951,0,1
2715,225013,0,1
2716,108686,1,1
2717,42682,1,0
2718,263595,0,0
2719,268048,1,1
2720,6622,1,1
2721,172429,0,1
2722,343205,1,0
2723,358519,1,1
2724,291689,1,1
2725,154272,0,0
2726,128969,0,0
2727,2072,0,0
2728,184614,0,0
2729,214195,1,1
2730,130227,1,1
2731,289697,1,1
2732,247773,0,0
2733,47309,1,1
2734,234708,1,1
2735,2249,1,1
2736,270454,0,1
2737,353785,0,0
2738,719,1,1
2739,242068,1,1
2740,106994,1,1
2741,69131,0,0
2742,320631,1,0
2743,22442,1,1
2744,246769,1,1
2745,54583,0,1
2746,368202,1,1
2747,12307,0,0
2748,290247,0,0
2749,100937,0,0
2750,295154,0,1
2751,327885,0,0
2752,277604,0,0
2753,297702,0,0
2754,211211,0,0
2755,173320,0,1
2756,249016,1,0
2757,157641,0,0
2758,332073,1,0
2759,168573,0,0
2760,356694,0,1
2761,179307,0,0
2762,109183,1,0
2763,360017,0,0
2764,278255,1,1
2765,300996,1,1
2766,217020,1,1
2767,68262,0,0
2768,57122,1,1
2769,116528,1,1
2770,338683,0,0
2771,28613,0,0
2772,91516,0,0
2773,179001,0,0
2774,204829,1,0
2775,187952,0,0
2776,305373,1,1
2777,30628,1,1
2778,296936,1,1
2779,195734,0,0
2780,18799,0,0
2781,261288,0,0
2782,250028,1,1
2783,328555,1,1
2784,81340,0,0
2785,123939,0,0
2786,240931,1,1
2787,100120,0,0
2788,41955,1,1
2789,344020,1,1
2790,262724,0,0
2791,311779,1,1
2792,92384,1,0
2793,120238,0,0
2794,149182,0,1
2795,259823,0,0
2796,16306,0,1
2797,197618,0,1
2798,143289,1,1
2799,372652,0,0
2800,48978,0,0
2801,38445,1,1
2802,284601,1,1
2803,355005,0,0
2804,190006,0,0
2805,346256,1,1
2806,324753,1,0
2807,135792,0,0
2808,32971,0,0
2809,365637,0,1
2810,275397,1,1
2811,236825,0,0
2812,298328,0,0
2813,261860,0,0
2814,213475,1,1
2815,4291,0,0
2816,180427,1,0
2817,276217,0,0
2818,357672,0,0
2819,350588,0,1
2820,244669,0,0
2821,189378,0,1
2822,131939,1,1
2823,344732,0,0
2824,194478,0,0
2825,297297,0,0
2826,166411,0,1
2827,286705,1,1
2828,78097,1,1
2829,366968,1,1
2830,364588,1,1
2831,319900,0,0
2832,371525,1,1
2833,132884,0,0
2834,159641,1,1
2835,193238,0,0
2836,351773,0,0
2837,120037,1,1
2838,39552,1,0
2839,347144,1,1
2840,19412,1,1
2841,147193,0,1
2842,58673,0,0
2843,348909,1,0
2844,164617,0,0
2845,202126,0,0
2846,291643,1,1
2847,164282,0,0
2848,153697,1,1
2849,50348,0,1
2850,54344,1,0
2851,175228,1,1
2852,31957,1,0
2853,76090,0,0
2854,95481,0,1
2855,145301,0,0
2856,201737,1,1
2857,348150,0,0
2858,351570,0,1
2859,20720,0,0
2860,161589,1,1
2861,69322,0,0
2862,258504,0,1
2863,206502,0,0
2864,275697,0,0
2865,322376,1,1
2866,333430,0,0
2867,196223,0,1
2868,8638,1,1
2869,30189,1,1
2870,233812,0,0
2871,152109,1,1
2872,10922,1,0
2873,129157,0,1
2874,151573,0,0
2875,238258,1,1
2876,89932,0,0
2877,299866,0,0
2878,24024,0,1
2879,274523,0,0
2880,328705,0,0
2881,335597,0,0
2882,20171,1,0
2883,334002,0,0
2884,155836,0,0
2885,207365,1,1
2886,1875,0,0
2887,284192,0,0
2888,4673,0,0
2889,245760,0,1
2890,293729,1,1
2891,49365,1,1
2892,15182,0,0
2893,231125,1,1
2894,92324,0,0
2895,328287,1,1
